First Name,Last Name,League,Team Name,Team Nickname,Aggression,Bravery,Determination,Teamplayer,Leadership,Temperament,Professionalism,Mental Toughness,Goalie Stamina,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Screening,Getting Open,Passing,Puck Handling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Faceoffs,Hitting,Positioning,Shot Blocking,Stickchecking,Defensive Read,G Positioning,G Passing,G Pokecheck,Blocker,Glove,Rebound,Recovery,G Puckhandling,Low Shots,G Skating,Reflexes,Position,TPE
Logan,Mailloux,Ontario Hockey League,London,Knights,9,12,10,11,10,10,10,1,1,11,10,14,12,13,14,6,5,10,13,14,7,14,12,12,4,12,11,11,13,11,1,1,1,1,1,1,1,1,1,1,1,Right Defender,483
Max,McCue,Ontario Hockey League,London,Knights,9,11,10,11,10,9,10,1,1,9,9,9,9,9,8,3,11,10,10,11,11,3,11,11,11,9,11,5,11,12,1,1,1,1,1,1,1,1,1,1,1,Center,230
Jacob,Chantler,Ontario Hockey League,London,Knights,11,13,12,13,12,12,12,1,1,8,8,8,9,9,8,2,9,9,9,9,10,2,10,9,10,8,10,4,10,10,1,1,1,1,1,1,1,1,1,1,1,Center,170
Kaleb,Pearson,Ontario Hockey League,Owen Sound,Attack,10,11,12,13,9,11,10,1,1,12,13,10,12,11,11,5,10,13,12,13,13,4,12,10,9,8,11,6,10,11,1,1,1,1,1,1,1,1,1,1,1,Right Wing,354
Brady,Lyle,Ontario Hockey League,Owen Sound,Attack,8,12,12,13,11,13,11,1,1,12,11,13,12,11,13,5,7,10,12,13,7,14,13,13,6,12,11,11,12,12,1,1,1,1,1,1,1,1,1,1,1,Right Defender,443
Matthew,Struthers,Ontario Hockey League,Owen Sound,Attack,10,12,13,14,12,11,12,1,1,12,11,13,12,11,13,8,14,12,13,14,12,5,14,12,13,11,11,6,12,11,1,1,1,1,1,1,1,1,1,1,1,Center,517
Matthew,Philip,Ontario Hockey League,Owen Sound,Attack,6,11,12,13,12,14,11,1,1,13,12,13,13,11,12,4,12,12,12,12,12,5,12,10,13,9,12,6,11,12,1,1,1,1,1,1,1,1,1,1,1,Center,419
Aidan,Dudas,Ontario Hockey League,Owen Sound,Attack,8,13,13,14,13,13,14,1,1,16,14,13,16,12,11,6,11,13,14,14,12,6,13,11,13,11,12,6,11,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,650
Barret,Kirwin,Ontario Hockey League,Owen Sound,Attack,6,9,12,11,10,16,12,1,1,13,14,10,12,11,10,4,10,12,13,13,11,5,13,9,12,9,11,6,10,11,1,1,1,1,1,1,1,1,1,1,1,Center,359
Adam,McMaster,Ontario Hockey League,Owen Sound,Attack,5,10,12,13,11,15,11,1,1,13,14,11,13,12,11,4,12,12,13,13,12,5,13,11,13,10,12,6,11,12,1,1,1,1,1,1,1,1,1,1,1,Center,454
Sergei,Popov,Ontario Hockey League,Owen Sound,Attack,8,10,11,11,11,13,10,1,1,12,13,11,12,11,11,6,10,11,13,13,11,5,12,10,9,9,11,6,10,11,1,1,1,1,1,1,1,1,1,1,1,Left Wing,326
Carter,Robertson,Ontario Hockey League,Owen Sound,Attack,7,11,11,12,10,13,11,1,1,12,11,13,12,12,13,5,6,10,12,13,7,14,11,11,6,11,12,11,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,408
Cade,Robinson,Ontario Hockey League,Owen Sound,Attack,7,11,11,13,11,14,11,1,1,12,11,13,12,11,13,5,12,11,13,12,10,5,12,11,10,10,11,7,12,11,1,1,1,1,1,1,1,1,1,1,1,Right Wing,373
Alex,Tower,Ontario Hockey League,Owen Sound,Attack,1,6,7,9,7,9,5,1,1,8,8,7,9,9,3,1,1,4,9,8,4,9,8,5,2,3,8,7,8,7,1,1,1,1,1,1,1,1,1,1,1,Left Wing,49
Mack,Guzda,Ontario Hockey League,Owen Sound,Attack,11,1,12,11,9,1,10,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,11,11,11,13,12,10,11,11,13,11,Goalie,283
Andrew,Perrott,Ontario Hockey League,Owen Sound,Attack,12,13,12,10,10,11,11,1,1,12,11,13,11,11,13,9,5,9,10,10,6,13,9,13,5,12,11,11,11,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,385
Igor,Chibrikov,Ontario Hockey League,Owen Sound,Attack,8,13,12,10,10,14,12,1,1,11,9,14,11,11,14,5,8,7,10,9,4,13,10,13,6,11,12,10,14,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,389
Mark,Woolley,Ontario Hockey League,Owen Sound,Attack,9,13,10,11,9,13,10,1,1,11,10,13,11,10,13,9,6,10,10,10,7,14,9,11,6,14,11,12,11,10,1,1,1,1,1,1,1,1,1,1,1,Left Defender,371
Nolan,Seed,Ontario Hockey League,Owen Sound,Attack,9,11,11,10,10,11,11,1,1,12,12,11,11,10,11,5,4,9,12,13,7,13,12,11,5,11,11,10,12,11,1,1,1,1,1,1,1,1,1,1,1,Left Defender,337
Joshua,Samanski,Ontario Hockey League,Owen Sound,Attack,10,13,12,12,12,11,12,1,1,11,11,11,11,11,10,5,12,11,12,13,12,4,12,11,9,12,13,6,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,389
Griffin,Wilson,Ontario Hockey League,Owen Sound,Attack,6,11,10,11,10,14,11,1,1,11,10,13,11,10,13,5,13,11,11,12,12,4,11,10,12,9,11,5,12,10,1,1,1,1,1,1,1,1,1,1,1,Center,344
Nick,Chenard,Ontario Hockey League,Owen Sound,Attack,7,1,12,12,9,1,12,12,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,10,11,11,11,13,14,11,13,13,15,Goalie,383
Stepan,Machacek,Ontario Hockey League,Owen Sound,Attack,9,10,10,12,10,9,10,1,1,11,12,11,12,12,11,5,10,10,14,13,11,2,14,9,12,9,10,6,11,11,1,1,1,1,1,1,1,1,1,1,1,Center,365
Deni,Goure,Ontario Hockey League,Owen Sound,Attack,11,13,11,13,10,10,12,1,1,12,13,11,13,12,10,6,10,12,13,14,12,3,13,10,12,10,12,6,10,12,1,1,1,1,1,1,1,1,1,1,1,Center,448
Ethan,Burroughs,Ontario Hockey League,Owen Sound,Attack,6,8,7,8,7,6,7,1,1,9,9,9,9,9,8,3,11,10,10,10,11,3,11,10,10,8,10,5,10,11,1,1,1,1,1,1,1,1,1,1,1,Center,178
Kaleb,Lawrence,Ontario Hockey League,Owen Sound,Attack,10,13,12,13,12,11,12,1,1,10,10,10,10,11,10,4,12,11,11,12,12,4,12,11,11,9,11,5,11,12,1,1,1,1,1,1,1,1,1,1,1,Center,320
Sam,Sedley,Ontario Hockey League,Owen Sound,Attack,7,9,9,7,9,8,9,1,1,9,8,9,9,9,9,3,5,7,11,11,5,12,10,10,1,9,11,12,12,10,1,1,1,1,1,1,1,1,1,1,1,Right Defender,197
Logan,LeSage,Ontario Hockey League,Owen Sound,Attack,8,11,10,11,10,9,9,1,1,9,9,9,9,10,9,3,10,9,9,9,10,2,10,9,9,7,10,4,9,10,1,1,1,1,1,1,1,1,1,1,1,Center,143
Evan,Morrison,Ontario Hockey League,Flint,Firebirds,6,1,10,10,8,1,11,14,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,8,9,9,11,11,8,10,10,12,Goalie,182
Emmet,Pierce,Ontario Hockey League,Flint,Firebirds,9,13,10,11,8,11,9,1,1,10,9,13,10,10,15,6,13,10,10,10,2,12,10,8,7,11,7,8,13,8,1,1,1,1,1,1,1,1,1,1,1,Right Wing,325
Vladislav,Kolyachonok,Ontario Hockey League,Flint,Firebirds,9,13,12,13,10,12,12,1,1,14,14,13,14,13,12,6,7,10,13,13,6,14,12,13,6,12,13,12,13,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,570
Yevgeni,Oksentyuk,Ontario Hockey League,Flint,Firebirds,7,9,12,12,10,15,10,1,1,13,13,11,13,12,8,6,12,12,13,13,14,5,13,10,8,9,11,6,12,11,1,1,1,1,1,1,1,1,1,1,1,Left Wing,402
Jake,Durham,Ontario Hockey League,Flint,Firebirds,10,12,12,11,12,12,12,1,1,12,12,12,11,11,13,8,11,12,11,13,13,4,12,12,10,11,12,7,11,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,428
Jack,Phibbs,Ontario Hockey League,Flint,Firebirds,9,11,11,10,11,12,11,1,1,12,12,12,12,10,12,5,10,11,12,12,11,4,12,11,9,10,11,6,12,11,1,1,1,1,1,1,1,1,1,1,1,Left Wing,347
Anthony,Popovich,Ontario Hockey League,Flint,Firebirds,7,1,13,11,9,1,11,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,9,12,12,13,13,13,9,13,13,12,Goalie,385
Dennis,Busby,Ontario Hockey League,Flint,Firebirds,7,12,12,13,12,14,11,1,1,12,12,13,13,12,12,6,6,9,12,13,6,14,11,12,6,11,12,11,12,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,435
Ryan,Bangs,Ontario Hockey League,Flint,Firebirds,11,12,10,12,9,10,8,1,1,12,13,10,12,11,10,6,3,9,12,13,6,15,11,12,6,11,11,10,11,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,400
Ty,Dellandrea,Ontario Hockey League,Flint,Firebirds,11,13,14,13,13,12,14,1,1,13,12,14,14,13,13,8,13,12,13,14,13,5,13,12,13,11,12,6,13,13,1,1,1,1,1,1,1,1,1,1,1,Center,610
Owen,Lalonde,Ontario Hockey League,Flint,Firebirds,8,12,12,11,12,13,12,1,1,12,11,13,12,12,13,6,6,9,13,14,6,13,13,12,6,11,12,11,12,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,453
Riley,McCourt,Ontario Hockey League,Flint,Firebirds,9,12,10,12,9,12,10,1,1,11,11,12,12,10,13,7,6,10,13,13,8,13,13,10,5,11,11,9,11,10,1,1,1,1,1,1,1,1,1,1,1,Left Defender,364
Connor,Roberts,Ontario Hockey League,Flint,Firebirds,8,12,12,13,13,13,12,1,1,12,11,13,12,11,14,6,14,12,12,13,12,5,12,11,12,10,11,7,12,11,1,1,1,1,1,1,1,1,1,1,1,Center,456
Tyler,Tucker,Ontario Hockey League,Flint,Firebirds,13,14,14,15,11,8,13,1,1,13,11,14,12,13,13,9,6,12,14,14,9,16,14,12,4,13,11,12,12,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,663
Jack,Wismer,Ontario Hockey League,Flint,Firebirds,8,13,13,12,9,14,10,1,1,11,12,13,12,11,12,5,11,10,13,12,11,5,13,12,10,10,10,5,11,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,384
Quinn,Yule,Ontario Hockey League,Flint,Firebirds,13,15,11,10,10,11,9,1,1,10,8,13,11,10,15,8,12,10,10,11,11,6,11,11,9,13,10,7,12,10,1,1,1,1,1,1,1,1,1,1,1,Left Wing,420
Ethan,Keppen,Ontario Hockey League,Flint,Firebirds,12,14,12,13,11,11,12,1,1,12,12,14,13,12,14,8,14,13,12,12,14,5,13,12,10,13,11,6,12,11,1,1,1,1,1,1,1,1,1,1,1,Left Wing,587
Cody,Morgan,Ontario Hockey League,Flint,Firebirds,7,10,13,13,10,16,11,1,1,14,13,12,13,13,12,4,10,12,12,14,13,4,13,10,12,8,11,4,11,12,1,1,1,1,1,1,1,1,1,1,1,Center,453
Marcus,Gretz,Ontario Hockey League,Flint,Firebirds,11,14,12,10,9,10,10,1,1,10,9,14,10,12,13,10,9,9,11,11,5,14,9,12,5,12,13,9,13,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,428
Luke,Cavallin,Ontario Hockey League,Flint,Firebirds,6,1,11,12,8,1,11,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,8,11,10,10,13,12,9,11,14,12,Goalie,279
Kyle,Harris,Ontario Hockey League,Flint,Firebirds,8,9,11,10,10,14,10,1,1,13,13,12,13,12,11,5,11,11,11,11,11,4,12,13,12,8,12,5,11,12,1,1,1,1,1,1,1,1,1,1,1,Center,382
Grant,Fontyn,Ontario Hockey League,Flint,Firebirds,11,12,11,9,8,10,8,1,1,10,9,10,9,10,11,6,9,9,9,10,9,3,10,11,8,13,8,4,11,10,1,1,1,1,1,1,1,1,1,1,1,Left Wing,220
Riley,Piercey,Ontario Hockey League,Flint,Firebirds,10,12,12,12,11,11,12,1,1,13,12,12,12,11,13,6,11,11,12,13,12,3,12,11,9,11,12,6,13,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,427
Tyler,Deline,Ontario Hockey League,Flint,Firebirds,7,9,10,7,10,8,9,1,1,9,8,9,10,10,10,3,6,8,12,12,6,12,11,11,2,10,12,13,13,11,1,1,1,1,1,1,1,1,1,1,1,Left Defender,271
Jack,Harper,Ontario Hockey League,Flint,Firebirds,9,11,12,11,11,10,10,1,1,11,11,12,11,11,10,7,4,9,12,13,6,14,11,11,4,11,11,10,12,11,1,1,1,1,1,1,1,1,1,1,1,Right Defender,332
Brennan,Othmann,Ontario Hockey League,Flint,Firebirds,11,13,13,14,12,14,12,1,1,13,14,13,13,13,12,5,13,13,14,14,14,4,14,11,9,11,13,6,13,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,610
Braeden,Kressler,Ontario Hockey League,Flint,Firebirds,1,2,3,4,3,2,3,1,1,2,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Center,0
Zacharie,Giroux,Ontario Hockey League,Flint,Firebirds,3,3,1,2,1,1,2,1,1,1,1,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Center,0
Peyton,Grainer,Ontario Hockey League,Flint,Firebirds,4,1,10,10,7,1,9,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,8,7,7,10,10,8,10,9,11,Goalie,107
Ryan,Suzuki,Ontario Hockey League,Saginaw,Spirit,7,12,13,17,13,16,14,1,1,16,17,14,16,13,12,4,11,13,17,16,13,4,17,11,13,9,11,6,12,13,1,1,1,1,1,1,1,1,1,1,1,Center,917
D.J.,Busdeker,Ontario Hockey League,Saginaw,Spirit,9,11,13,12,12,11,12,1,1,12,13,11,12,11,11,6,11,12,13,12,12,5,12,10,10,10,11,6,11,11,1,1,1,1,1,1,1,1,1,1,1,Right Wing,361
Ilya,Solovyov,Ontario Hockey League,Saginaw,Spirit,9,10,10,12,10,9,10,1,1,10,9,10,11,12,10,5,2,9,12,12,7,14,12,9,4,9,10,10,10,9,1,1,1,1,1,1,1,1,1,1,1,Left Defender,258
Cole,Perfetti,Ontario Hockey League,Saginaw,Spirit,7,12,12,14,12,16,12,1,1,15,15,12,15,11,11,6,12,14,14,15,12,4,14,10,12,9,10,5,10,11,1,1,1,1,1,1,1,1,1,1,1,Left Wing,583
Marshall,Frappier,Ontario Hockey League,Saginaw,Spirit,9,1,10,7,11,1,10,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,10,10,11,10,11,9,11,11,12,Goalie,206
Reilly,Webb,Ontario Hockey League,Saginaw,Spirit,10,13,13,11,11,11,12,1,1,12,11,14,12,12,14,7,6,9,11,12,7,15,11,13,6,13,12,11,13,12,1,1,1,1,1,1,1,1,1,1,1,Right Defender,499
Cole,Coskey,Ontario Hockey League,Saginaw,Spirit,9,12,12,13,12,13,14,1,1,13,12,14,13,13,13,6,12,13,13,14,13,5,13,11,10,11,12,6,13,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,537
Blade,Jenkins,Ontario Hockey League,Saginaw,Spirit,8,11,12,12,11,14,12,1,1,12,12,13,12,12,13,6,12,11,13,12,11,4,12,10,12,11,11,6,12,11,1,1,1,1,1,1,1,1,1,1,1,Center,409
Damien,Giroux,Ontario Hockey League,Saginaw,Spirit,7,11,13,13,14,13,12,1,1,13,13,11,13,12,11,5,11,12,13,14,11,5,13,11,13,10,12,6,11,12,1,1,1,1,1,1,1,1,1,1,1,Center,445
Danil,Antropov,Ontario Hockey League,Saginaw,Spirit,8,11,12,14,11,13,11,1,1,13,12,13,13,11,13,5,12,12,14,12,11,5,14,10,11,10,11,7,12,11,1,1,1,1,1,1,1,1,1,1,1,Right Wing,450
Caleb,Everett,Ontario Hockey League,Saginaw,Spirit,10,12,12,11,10,11,10,1,1,10,10,13,11,11,12,9,6,10,11,10,7,13,10,14,3,13,11,10,12,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,381
Jake,Goldowski,Ontario Hockey League,Saginaw,Spirit,9,12,11,12,11,12,10,1,1,12,11,13,12,11,13,5,12,11,11,11,11,4,12,11,13,11,10,5,12,11,1,1,1,1,1,1,1,1,1,1,1,Center,385
Danny,Katic,Ontario Hockey League,Saginaw,Spirit,13,13,11,12,10,11,10,1,1,11,10,13,10,11,13,9,13,10,13,11,10,4,12,11,9,12,9,5,13,9,1,1,1,1,1,1,1,1,1,1,1,Left Wing,388
D.J.,King,Ontario Hockey League,Saginaw,Spirit,14,13,13,10,11,7,13,1,1,11,9,13,11,11,15,8,6,9,10,12,6,13,10,13,5,14,13,12,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,484
Christian,Lepone,Ontario Hockey League,Saginaw,Spirit,7,10,10,11,10,11,11,1,1,10,12,11,11,11,9,5,10,10,11,11,11,2,11,8,11,8,10,4,10,9,1,1,1,1,1,1,1,1,1,1,1,Center,224
Dalton,Duhart,Ontario Hockey League,Saginaw,Spirit,7,13,13,11,11,16,11,1,1,12,11,12,11,12,12,5,10,12,12,13,11,4,13,11,13,10,12,7,12,12,1,1,1,1,1,1,1,1,1,1,1,Center,418
Camaryn,Baber,Ontario Hockey League,Saginaw,Spirit,13,12,13,12,9,9,10,1,1,12,12,10,11,10,11,8,10,12,12,12,12,3,13,10,11,10,9,6,9,10,1,1,1,1,1,1,1,1,1,1,1,Center,352
Mason,Millman,Ontario Hockey League,Saginaw,Spirit,10,12,12,13,12,12,13,1,1,14,13,13,13,13,12,6,6,11,13,12,8,14,12,12,6,11,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,536
Carter,Tahk,Ontario Hockey League,Saginaw,Spirit,3,1,8,8,7,1,8,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,7,7,8,8,8,7,8,8,9,Goalie,53
Tristan,Lennox,Ontario Hockey League,Saginaw,Spirit,9,1,13,12,11,1,13,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,11,14,13,13,12,12,12,12,12,13,Goalie,405
Mitchell,Smith,Ontario Hockey League,Saginaw,Spirit,10,12,13,10,13,11,12,1,1,9,8,9,9,9,10,3,5,6,10,10,5,11,9,9,1,8,10,11,11,9,1,1,1,1,1,1,1,1,1,1,1,Left Defender,172
Sebastian,Bulovs,Ontario Hockey League,Saginaw,Spirit,8,10,9,10,10,9,10,1,1,7,7,7,8,8,7,1,8,8,8,9,8,1,8,8,5,8,10,3,9,9,1,1,1,1,1,1,1,1,1,1,1,Left Wing,84
Joshua,Bloom,Ontario Hockey League,Saginaw,Spirit,9,12,11,12,11,10,10,1,1,8,9,9,9,9,8,3,9,9,9,9,10,2,10,9,10,8,10,4,10,10,1,1,1,1,1,1,1,1,1,1,1,Center,156
Davis,Codd,Ontario Hockey League,Saginaw,Spirit,7,9,8,10,9,8,8,1,1,7,7,7,7,7,7,1,9,8,9,9,9,1,9,8,9,7,9,3,9,10,1,1,1,1,1,1,1,1,1,1,1,Center,87
Roberto,Mancini,Ontario Hockey League,Saginaw,Spirit,8,10,11,8,11,9,10,1,1,9,8,9,9,9,9,3,5,7,11,11,6,12,10,10,1,9,11,12,12,11,1,1,1,1,1,1,1,1,1,1,1,Left Defender,210
Ryan,Roth,Ontario Hockey League,Sarnia,Sting,8,11,12,12,10,13,11,1,1,12,14,10,11,10,9,5,8,13,12,13,12,4,12,10,10,8,11,7,10,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,343
Sean,Josling,Ontario Hockey League,Sarnia,Sting,8,12,13,14,12,14,13,1,1,13,12,13,13,14,12,6,13,14,15,15,13,5,16,13,12,11,12,6,13,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,679
Marko,Jakovljevic,Ontario Hockey League,Sarnia,Sting,12,12,11,9,9,10,10,1,1,11,10,13,10,11,13,9,6,9,10,10,6,13,10,12,5,12,11,10,13,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,360
Eric,Hjorth,Ontario Hockey League,Sarnia,Sting,8,13,12,14,11,13,12,1,1,13,12,15,14,12,13,4,6,11,15,14,8,15,14,11,5,10,12,10,12,12,1,1,1,1,1,1,1,1,1,1,1,Right Defender,590
Ryan,McGregor,Ontario Hockey League,Sarnia,Sting,6,10,13,12,13,14,14,1,1,12,13,12,13,12,12,5,12,13,12,13,13,5,12,10,13,10,12,7,12,12,1,1,1,1,1,1,1,1,1,1,1,Center,452
Kelton,Hatcher,Ontario Hockey League,Sarnia,Sting,11,13,12,11,11,11,12,1,1,11,10,13,12,12,14,7,6,9,11,12,6,13,11,11,6,13,12,11,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,421
Samuel,Bitten,Ontario Hockey League,Sarnia,Sting,6,12,12,12,12,15,12,1,1,12,12,13,12,11,13,5,12,11,11,12,10,4,12,11,13,10,11,6,12,11,1,1,1,1,1,1,1,1,1,1,1,Center,392
Joseph,Mack,Ontario Hockey League,Sarnia,Sting,8,12,10,10,10,13,10,1,1,10,9,13,11,10,14,5,13,12,11,12,12,4,11,11,12,10,10,7,13,11,1,1,1,1,1,1,1,1,1,1,1,Center,388
Peter,Stratis,Ontario Hockey League,Sarnia,Sting,10,12,11,11,11,11,10,1,1,11,10,13,11,11,13,6,6,9,12,14,7,14,11,12,6,11,12,11,11,11,1,1,1,1,1,1,1,1,1,1,1,Right Defender,399
Jamieson,Rees,Ontario Hockey League,Sarnia,Sting,10,13,13,14,11,12,12,1,1,15,15,14,15,12,11,6,11,13,14,15,13,5,14,12,13,10,12,6,11,13,1,1,1,1,1,1,1,1,1,1,1,Center,677
Brayden,Guy,Ontario Hockey League,Sarnia,Sting,9,13,13,12,12,11,12,1,1,11,10,13,11,11,12,7,12,11,11,12,11,4,12,11,10,10,11,6,12,11,1,1,1,1,1,1,1,1,1,1,1,Left Wing,354
Justin,McCombs,Ontario Hockey League,Sarnia,Sting,10,11,12,13,9,12,10,1,1,12,13,9,12,11,9,6,9,12,13,12,12,4,13,10,11,8,10,4,10,11,1,1,1,1,1,1,1,1,1,1,1,Center,331
Colton,Kammerer,Ontario Hockey League,Sarnia,Sting,9,11,11,12,10,11,11,1,1,12,12,13,12,11,13,7,5,9,12,12,6,13,12,11,6,9,11,11,12,11,1,1,1,1,1,1,1,1,1,1,1,Right Defender,366
Ashton,Reesor,Ontario Hockey League,Sarnia,Sting,10,12,9,10,10,12,11,1,1,11,10,13,11,11,13,7,6,9,11,10,6,13,10,12,6,11,11,10,14,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,361
Ethan,Langevin,Ontario Hockey League,Sarnia,Sting,7,1,11,11,8,1,11,13,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,9,10,11,11,11,12,9,11,12,13,Goalie,247
Nolan,DeGurse,Ontario Hockey League,Sarnia,Sting,7,9,9,10,9,8,8,1,1,8,9,9,9,9,8,3,9,9,9,9,9,1,10,9,9,7,10,4,10,10,1,1,1,1,1,1,1,1,1,1,1,Center,122
Justin,Nolet,Ontario Hockey League,Sarnia,Sting,9,11,11,9,11,10,11,1,1,7,6,8,8,8,8,2,4,6,10,10,5,11,9,9,1,7,10,11,11,9,1,1,1,1,1,1,1,1,1,1,1,Left Defender,139
Jacob,Perreault,Ontario Hockey League,Sarnia,Sting,11,14,14,15,14,14,14,1,1,14,12,14,14,12,14,6,15,14,14,14,15,5,14,12,15,10,10,6,12,12,1,1,1,1,1,1,1,1,1,1,1,Center,753
Nolan,Burke,Ontario Hockey League,Sarnia,Sting,7,11,11,11,10,13,11,1,1,11,11,12,11,11,12,5,11,10,11,12,11,3,11,10,12,8,11,5,12,11,1,1,1,1,1,1,1,1,1,1,1,Center,308
Nolan,Dillingham-Morelli,Ontario Hockey League,Sarnia,Sting,13,11,11,8,9,8,10,1,1,10,9,12,10,11,13,9,6,8,11,12,7,12,9,12,4,12,12,11,11,10,1,1,1,1,1,1,1,1,1,1,1,Right Defender,330
Theoren,Hill,Ontario Hockey League,Sarnia,Sting,9,11,12,11,10,12,11,1,1,11,11,11,11,11,12,5,11,10,11,12,11,3,11,10,12,9,11,5,11,11,1,1,1,1,1,1,1,1,1,1,1,Center,298
Owen,Saye,Ontario Hockey League,Sarnia,Sting,8,10,9,10,10,12,10,1,1,11,11,11,11,11,10,5,11,12,11,12,11,3,11,10,7,11,12,5,11,11,1,1,1,1,1,1,1,1,1,1,1,Right Wing,287
Nolan,Dann,Ontario Hockey League,Sarnia,Sting,6,8,7,8,7,7,8,1,1,8,8,8,9,9,8,2,10,10,10,11,10,2,10,10,7,10,12,5,10,11,1,1,1,1,1,1,1,1,1,1,1,Left Wing,173
Marek,Berka,Ontario Hockey League,Sarnia,Sting,11,14,13,14,13,12,12,1,1,8,8,9,9,9,8,3,9,8,9,9,9,1,9,8,9,7,9,3,9,9,1,1,1,1,1,1,1,1,1,1,1,Center,151
Benjamin,Gaudreau,Ontario Hockey League,Sarnia,Sting,6,1,10,10,9,1,10,11,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,11,10,10,9,10,11,11,9,10,Goalie,166
Justin,O'Donnell,Ontario Hockey League,Sarnia,Sting,8,10,9,11,10,9,9,1,1,9,9,10,10,10,9,4,11,10,10,10,11,3,11,10,11,9,11,5,11,12,1,1,1,1,1,1,1,1,1,1,1,Center,225
Ty,Voit,Ontario Hockey League,Sarnia,Sting,8,10,9,10,9,8,9,1,1,11,11,11,12,12,11,5,12,11,11,11,12,4,12,11,11,9,11,5,11,12,1,1,1,1,1,1,1,1,1,1,1,Center,325
Ryan,Mast,Ontario Hockey League,Sarnia,Sting,8,10,10,7,10,9,10,1,1,6,5,7,7,7,7,1,4,5,9,9,4,10,8,8,1,7,9,10,10,8,1,1,1,1,1,1,1,1,1,1,1,Right Defender,87
Nolan,Dekoning,Ontario Hockey League,Sarnia,Sting,5,1,11,11,8,1,11,11,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,9,10,9,9,12,12,10,12,11,13,Goalie,224
Alex,Johnston,Ontario Hockey League,Sault Ste. Marie,Greyhounds,8,12,13,10,10,14,11,1,1,11,11,12,11,10,12,5,11,10,11,12,11,3,11,11,12,10,11,5,11,11,1,1,1,1,1,1,1,1,1,1,1,Center,322
Jaromír,Pytlík,Ontario Hockey League,Sault Ste. Marie,Greyhounds,11,12,10,10,9,12,10,1,1,14,12,14,12,11,14,5,12,14,10,12,14,5,10,10,9,10,11,6,10,11,1,1,1,1,1,1,1,1,1,1,1,Center,465
Nick,Malík,Ontario Hockey League,Sault Ste. Marie,Greyhounds,7,1,13,12,10,1,12,13,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,11,12,12,12,12,12,13,11,11,14,Goalie,350
Bailey,Brkin,Ontario Hockey League,Sault Ste. Marie,Greyhounds,6,1,12,12,10,1,12,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,10,12,11,12,11,11,10,11,11,12,Goalie,254
